method,seed,task,initial_tp,initial_fn,initial_fp,initial_tn,initial_fnr,initial_fpr,final_tp,final_fn,final_fp,final_tn,final_fnr,final_fpr,delta_fnr,delta_fpr
dualls_adapted,11,wind5,639,11,17,436,0.016923076923076923,0.037527593818984545,640,10,17,436,0.015384615384615385,0.037527593818984545,-0.0015384615384615372,0.0
dualls_adapted,11,speed15,524,14,12,787,0.026022304832713755,0.015018773466833541,524,14,10,789,0.026022304832713755,0.012515644555694618,0.0,-0.0025031289111389233
dualls_adapted,11,alt180,595,10,11,653,0.01652892561983471,0.016566265060240965,596,9,11,653,0.01487603305785124,0.016566265060240965,-0.0016528925619834715,0.0
dualls_adapted,11,speed10,534,15,18,840,0.0273224043715847,0.02097902097902098,534,15,15,843,0.0273224043715847,0.017482517482517484,0.0,-0.003496503496503496
dualls_adapted,23,baseline,626,11,14,537,0.01726844583987441,0.025408348457350273,624,13,17,534,0.02040816326530612,0.030852994555353903,0.003139717425431711,0.00544464609800363
dualls_adapted,23,wind5,640,10,18,435,0.015384615384615385,0.039735099337748346,642,8,17,436,0.012307692307692308,0.037527593818984545,-0.003076923076923078,-0.0022075055187638012
dualls_adapted,23,speed15,525,13,11,788,0.024163568773234202,0.01376720901126408,525,13,11,788,0.024163568773234202,0.01376720901126408,0.0,0.0
dualls_adapted,23,alt180,596,9,12,652,0.01487603305785124,0.018072289156626505,596,9,10,654,0.01487603305785124,0.015060240963855422,0.0,-0.0030120481927710836
dualls_adapted,23,speed10,535,14,16,842,0.025500910746812388,0.018648018648018648,535,14,17,841,0.025500910746812388,0.019813519813519812,0.0,0.0011655011655011642
dualls_adapted,47,baseline,626,11,15,536,0.01726844583987441,0.02722323049001815,622,15,15,536,0.023547880690737835,0.02722323049001815,0.006279434850863425,0.0
dualls_adapted,47,wind5,638,12,20,433,0.018461538461538463,0.04415011037527594,640,10,17,436,0.015384615384615385,0.037527593818984545,-0.003076923076923078,-0.006622516556291397
dualls_adapted,47,speed15,525,13,12,787,0.024163568773234202,0.015018773466833541,526,12,11,788,0.022304832713754646,0.01376720901126408,-0.0018587360594795564,-0.0012515644555694608
dualls_adapted,47,alt180,597,8,11,653,0.013223140495867768,0.016566265060240965,597,8,13,651,0.013223140495867768,0.01957831325301205,0.0,0.0030120481927710836
dualls_adapted,47,speed10,535,14,17,841,0.025500910746812388,0.019813519813519812,536,13,17,841,0.023679417122040074,0.019813519813519812,-0.0018214936247723142,0.0
dualls_adapted,59,baseline,624,13,14,537,0.02040816326530612,0.025408348457350273,623,14,17,534,0.02197802197802198,0.030852994555353903,0.001569858712715859,0.00544464609800363
dualls_adapted,59,wind5,641,9,20,433,0.013846153846153847,0.04415011037527594,638,12,19,434,0.018461538461538463,0.04194260485651214,0.004615384615384617,-0.0022075055187638012
dualls_adapted,59,speed15,525,13,12,787,0.024163568773234202,0.015018773466833541,525,13,11,788,0.024163568773234202,0.01376720901126408,0.0,-0.0012515644555694608
dualls_adapted,59,alt180,598,7,10,654,0.011570247933884297,0.015060240963855422,598,7,10,654,0.011570247933884297,0.015060240963855422,0.0,0.0
dualls_adapted,59,speed10,536,13,18,840,0.023679417122040074,0.02097902097902098,536,13,19,839,0.023679417122040074,0.022144522144522144,0.0,0.0011655011655011642
dualls_adapted,71,baseline,625,12,14,537,0.018838304552590265,0.025408348457350273,623,14,15,536,0.02197802197802198,0.02722323049001815,0.0031397174254317144,0.0018148820326678756
dualls_adapted,71,wind5,640,10,17,436,0.015384615384615385,0.037527593818984545,639,11,17,436,0.016923076923076923,0.037527593818984545,0.0015384615384615372,0.0
dualls_adapted,71,speed15,525,13,12,787,0.024163568773234202,0.015018773466833541,523,15,11,788,0.027881040892193308,0.01376720901126408,0.003717472118959106,-0.0012515644555694608
dualls_adapted,71,alt180,597,8,10,654,0.013223140495867768,0.015060240963855422,599,6,10,654,0.009917355371900827,0.015060240963855422,-0.003305785123966941,0.0
dualls_adapted,71,speed10,533,16,17,841,0.029143897996357013,0.019813519813519812,531,18,18,840,0.03278688524590164,0.02097902097902098,0.0036429872495446283,0.0011655011655011677
dualls_adapted,89,baseline,625,12,13,538,0.018838304552590265,0.023593466424682397,623,14,13,538,0.02197802197802198,0.023593466424682397,0.0031397174254317144,0.0
dualls_adapted,89,wind5,639,11,17,436,0.016923076923076923,0.037527593818984545,639,11,15,438,0.016923076923076923,0.033112582781456956,0.0,-0.004415011037527589
dualls_adapted,89,speed15,524,14,11,788,0.026022304832713755,0.01376720901126408,523,15,11,788,0.027881040892193308,0.01376720901126408,0.001858736059479553,0.0
dualls_adapted,89,alt180,599,6,10,654,0.009917355371900827,0.015060240963855422,597,8,10,654,0.013223140495867768,0.015060240963855422,0.003305785123966941,0.0
dualls_adapted,89,speed10,534,15,16,842,0.0273224043715847,0.018648018648018648,531,18,16,842,0.03278688524590164,0.018648018648018648,0.0054644808743169425,0.0
dualls_adapted,107,baseline,625,12,14,537,0.018838304552590265,0.025408348457350273,624,13,15,536,0.02040816326530612,0.02722323049001815,0.0015698587127158554,0.0018148820326678756
dualls_adapted,107,wind5,640,10,18,435,0.015384615384615385,0.039735099337748346,638,12,17,436,0.018461538461538463,0.037527593818984545,0.003076923076923078,-0.0022075055187638012
dualls_adapted,107,speed15,525,13,12,787,0.024163568773234202,0.015018773466833541,524,14,11,788,0.026022304832713755,0.01376720901126408,0.001858736059479553,-0.0012515644555694608
dualls_adapted,107,alt180,599,6,11,653,0.009917355371900827,0.016566265060240965,598,7,11,653,0.011570247933884297,0.016566265060240965,0.0016528925619834697,0.0
dualls_adapted,107,speed10,534,15,14,844,0.0273224043715847,0.016317016317016316,535,14,19,839,0.025500910746812388,0.022144522144522144,-0.0018214936247723107,0.005827505827505828
