method,seed,task,cpa_minus_50bin,initial_50bin_residual,cpa_minus_nearest_non_cpa,initial_nearest_residual,nearest_initial_mae,nearest_initial_max,cpa_n,unique_donors
dualls_adapted,11,speed10,0.08315410929141193,0.037878969760393844,0.2104292773263037,0.015064831170908422,0.0938972810874707,6.6980133056640625,674,488
dualls_adapted,23,baseline,-0.17744820620343632,-0.025122953825391647,-0.2442431717338261,0.037591707377181115,0.12129792833140092,17.666717529296875,887,534
dualls_adapted,23,wind5,0.016688014613232084,0.00079556202033082,-0.08489684825555306,0.022937814646511966,0.14725091554692987,5.616737365722656,986,548
dualls_adapted,23,speed15,-0.03191341001076978,0.0751617514421703,-0.11840068168959386,0.15541883840350343,0.23615797585741408,43.14301300048828,702,487
dualls_adapted,23,alt180,0.40220090851178275,-0.004318253402049166,0.5302029142058698,0.02611236359710408,0.12629070432108833,3.1774826049804688,802,519
dualls_adapted,23,speed10,0.05652677686593288,0.02958953808420084,0.12626452430065732,0.049195478772551086,0.1074810571946447,12.217353820800781,674,477
dualls_adapted,47,baseline,0.10980089682761629,-0.041967287454710345,0.24044754412424202,0.036078995553589725,0.123936506981511,11.673843383789062,887,536
dualls_adapted,47,wind5,0.07946549063348324,0.00618751130646622,0.2924760510393137,0.019005411053284186,0.1479036372767017,5.0413360595703125,986,573
dualls_adapted,47,speed15,-0.05872769754809412,0.1105185469708232,-0.22158490367594608,0.15540227022266115,0.24000815474070036,43.30767250061035,702,484
dualls_adapted,47,alt180,0.34579889957462384,-0.0341801302596636,0.7015429427127291,0.018949033910794152,0.14029268552537572,7.590538024902344,802,511
dualls_adapted,47,speed10,0.05549178700917806,0.028897222148071222,0.1181457228848064,0.02598304732617002,0.0927091583123193,9.27102279663086,674,474
dualls_adapted,59,baseline,-0.2097787324247354,-0.030038717365052037,-0.5274938160832866,0.025955233424733968,0.12197988449250428,16.21526336669922,887,534
dualls_adapted,59,wind5,0.07753518712959492,-0.02059480446757256,0.24382285489634617,0.004354997774166703,0.14420684126279418,3.418670654296875,986,560
dualls_adapted,59,speed15,-0.032186704372026684,0.04649767641902791,0.059905726133588376,0.15585516983287626,0.23878186703407528,39.77602195739746,702,468
dualls_adapted,59,alt180,0.31320730222909854,0.00844533568400152,0.7524493288369547,0.013405699905314648,0.1171143376767784,3.80401611328125,802,522
dualls_adapted,59,speed10,-0.05071307032173744,0.054033272278458,-0.06680773596558444,0.030076266042556535,0.1000010993784896,8.278648376464844,674,464
dualls_adapted,71,baseline,-0.2181346178982383,-0.019923583850905757,-0.4164496037978868,0.04715633274737447,0.13084446775738523,16.688568115234375,887,532
dualls_adapted,71,wind5,-0.16320099347000588,0.015903481545118225,-0.4124976036877468,0.009770369916610254,0.16742685721321957,6.134391784667969,986,543
dualls_adapted,71,speed15,-0.11155760359129052,0.049770038817859685,-0.4321929271149839,0.17014838428239198,0.23269333416580135,45.40253448486328,702,487
dualls_adapted,71,alt180,0.25714320861562845,0.0013876940313473085,0.34569065168760066,0.03574463803126033,0.15162289584812677,8.554267883300781,802,520
dualls_adapted,71,speed10,0.12031593460539294,0.04329375176955352,0.19510599789527475,0.018952498096386827,0.09294229869672736,8.37588119506836,674,477
dualls_adapted,89,baseline,-0.27087133692127874,-0.04148614700962838,-0.7259644081956773,0.029105431987172185,0.13475923824807567,14.924674987792969,887,555
dualls_adapted,89,wind5,-0.07820335140680826,0.01565393259783754,-0.3392658450661518,0.007986850840083,0.15057519652538803,3.6879730224609375,986,545
