method,seed,task,initial_tp,initial_fn,initial_fp,initial_tn,initial_fnr,initial_fpr,final_tp,final_fn,final_fp,final_tn,final_fnr,final_fpr,delta_fnr,delta_fpr
dualls_adapted,23,wind5,106,8,17,406,0.07017543859649122,0.04018912529550828,108,6,16,407,0.05263157894736842,0.037825059101654845,-0.017543859649122806,-0.0023640661938534313
dualls_adapted,23,speed15,116,12,11,771,0.09375,0.014066496163682864,116,12,11,771,0.09375,0.014066496163682864,0.0,0.0
dualls_adapted,23,alt180,132,8,11,626,0.05714285714285714,0.01726844583987441,131,9,10,627,0.06428571428571428,0.015698587127158554,0.007142857142857138,-0.0015698587127158554
dualls_adapted,23,speed10,110,14,14,826,0.11290322580645161,0.016666666666666666,110,14,15,825,0.11290322580645161,0.017857142857142856,0.0,0.0011904761904761897
dualls_adapted,47,baseline,153,10,13,514,0.06134969325153374,0.024667931688804556,151,12,14,513,0.0736196319018405,0.026565464895635674,0.012269938650306754,0.001897533206831118
dualls_adapted,47,wind5,106,8,18,405,0.07017543859649122,0.0425531914893617,107,7,17,406,0.06140350877192982,0.04018912529550828,-0.008771929824561403,-0.0023640661938534244
dualls_adapted,47,speed15,116,12,12,770,0.09375,0.015345268542199489,117,11,11,771,0.0859375,0.014066496163682864,-0.0078125,-0.0012787723785166252
dualls_adapted,47,alt180,132,8,10,627,0.05714285714285714,0.015698587127158554,132,8,12,625,0.05714285714285714,0.018838304552590265,0.0,0.003139717425431711
dualls_adapted,47,speed10,110,14,15,825,0.11290322580645161,0.017857142857142856,111,13,15,825,0.10483870967741936,0.017857142857142856,-0.008064516129032251,0.0
dualls_adapted,59,baseline,152,11,13,514,0.06748466257668712,0.024667931688804556,150,13,17,510,0.07975460122699386,0.03225806451612903,0.012269938650306747,0.007590132827324476
dualls_adapted,59,wind5,107,7,18,405,0.06140350877192982,0.0425531914893617,105,9,18,405,0.07894736842105263,0.0425531914893617,0.017543859649122806,0.0
dualls_adapted,59,speed15,116,12,11,771,0.09375,0.014066496163682864,117,11,11,771,0.0859375,0.014066496163682864,-0.0078125,0.0
dualls_adapted,59,alt180,133,7,10,627,0.05,0.015698587127158554,133,7,10,627,0.05,0.015698587127158554,0.0,0.0
dualls_adapted,59,speed10,111,13,15,825,0.10483870967741936,0.017857142857142856,111,13,17,823,0.10483870967741936,0.02023809523809524,0.0,0.002380952380952383
dualls_adapted,71,baseline,152,11,13,514,0.06748466257668712,0.024667931688804556,150,13,14,513,0.07975460122699386,0.026565464895635674,0.012269938650306747,0.001897533206831118
dualls_adapted,71,wind5,106,8,17,406,0.07017543859649122,0.04018912529550828,105,9,17,406,0.07894736842105263,0.04018912529550828,0.008771929824561403,0.0
dualls_adapted,71,speed15,116,12,12,770,0.09375,0.015345268542199489,115,13,11,771,0.1015625,0.014066496163682864,0.0078125,-0.0012787723785166252
dualls_adapted,71,alt180,132,8,10,627,0.05714285714285714,0.015698587127158554,134,6,10,627,0.04285714285714286,0.015698587127158554,-0.014285714285714284,0.0
dualls_adapted,71,speed10,109,15,14,826,0.12096774193548387,0.016666666666666666,107,17,15,825,0.13709677419354838,0.017857142857142856,0.016129032258064502,0.0011904761904761897
dualls_adapted,89,baseline,152,11,13,514,0.06748466257668712,0.024667931688804556,153,10,13,514,0.06134969325153374,0.024667931688804556,-0.0061349693251533735,0.0
dualls_adapted,89,wind5,105,9,17,406,0.07894736842105263,0.04018912529550828,106,8,15,408,0.07017543859649122,0.03546099290780142,-0.008771929824561403,-0.004728132387706856
dualls_adapted,89,speed15,116,12,11,771,0.09375,0.014066496163682864,116,12,11,771,0.09375,0.014066496163682864,0.0,0.0
dualls_adapted,89,alt180,134,6,9,628,0.04285714285714286,0.0141287284144427,132,8,10,627,0.05714285714285714,0.015698587127158554,0.014285714285714284,0.0015698587127158537
dualls_adapted,89,speed10,109,15,13,827,0.12096774193548387,0.015476190476190477,107,17,14,826,0.13709677419354838,0.016666666666666666,0.016129032258064502,0.0011904761904761897
dualls_adapted,107,baseline,153,10,14,513,0.06134969325153374,0.026565464895635674,154,9,15,512,0.05521472392638037,0.028462998102466792,-0.0061349693251533735,0.001897533206831118
dualls_adapted,107,wind5,106,8,17,406,0.07017543859649122,0.04018912529550828,105,9,16,407,0.07894736842105263,0.037825059101654845,0.008771929824561403,-0.0023640661938534313
dualls_adapted,107,speed15,116,12,12,770,0.09375,0.015345268542199489,116,12,10,772,0.09375,0.01278772378516624,0.0,-0.0025575447570332487
dualls_adapted,107,alt180,134,6,11,626,0.04285714285714286,0.01726844583987441,133,7,11,626,0.05,0.01726844583987441,0.007142857142857145,0.0
dualls_adapted,107,speed10,109,15,12,828,0.12096774193548387,0.014285714285714285,110,14,15,825,0.11290322580645161,0.017857142857142856,-0.008064516129032265,0.003571428571428571
